,Restaurant name,Ranking,Number of reviews,Average vote,Price range,Price level,address,Postal code,Restaurant type 1,Restaurant type 2,Boroughs,Population,Income
156,Rinconet Canovas,157,118,5.0,$$ - $$$,4.0,"Calle del Conde de Altea 43, 46005, Valencia Spain",46005,Mediterranean,Spanish,l'Eixample,76697,20299.0
157,Forastera,158,134,4.5,$$ - $$$,4.0,"Carrer del Pintor Domingo, 40, 46001, Valencia Spain",46001,Mediterranean,Spanish,Ciutat Vella,26542,19009.0
158,Il Bocconcino,159,482,4.5,$,1.0,"Calle Quart 13 46003 Barrio del Carme, 46001, Valencia Spain",46001,Italian,Pizza,Ciutat Vella,26542,19009.0
159,Mateu,160,517,4.5,$$ - $$$,4.0,"Calle Vicente Baldovi 17, 46012 El Palmar, Valencia Spain",46012,Mediterranean,European,,,
160,Swagat,161,462,4.5,$$ - $$$,4.0,"Calle del Conde de Altea 44, 46005, Valencia Spain",46005,Indian,Asian,l'Eixample,76697,20299.0
161,Restaurante Elbar Valencia,162,941,4.5,$$ - $$$,4.0,"Avenida Instituto Obrero de Valencia 20, 46013, Valencia Spain",46013,Mediterranean,European,Quatre Carreres,52940,12357.0
162,Ostras Pedrin Valencia,163,309,4.5,$$ - $$$,4.0,"Calle Bonaire 23, 46003, Valencia Spain",46003,Seafood,Mediterranean,Ciutat Vella,26542,19009.0
163,Belmonte,164,296,4.5,$$ - $$$,4.0,"Calle General Gil Dolz 16, 46010, Valencia Spain",46010,Steakhouse,Mediterranean,El Pla del Real,26491,20207.0
164,Pasta & Passione,165,106,5.0,$$ - $$$,4.0,"Carrer dels Juristes, 5 Puerta Derecha, 46001, Valencia Spain",46001,Southern-Italian,European,Ciutat Vella,26542,19009.0
165,Jamon del Medio,166,380,4.5,$$ - $$$,4.0,"Avenida Navarro Reverter 6, 46004, Valencia Spain",46004,Bar,Mediterranean,l'Eixample,76697,20299.0
166,desKarat,167,250,4.5,$$ - $$$,4.0,"Avenida Cortes Valencianas, 46015, Valencia Spain",46015,International,Mediterranean,Campanar,35767,15126.0
167,La Terrazza (plz La Virgen),168,113,4.5,,,"Calle de los Caballeros Numero 5 Numero 5, 46001, Valencia Spain",46001,Italian,Steakhouse,Ciutat Vella,26542,19009.0
168,Raco de L'Arnau,169,471,4.5,$$ - $$$,4.0,"Avenida Corts Valencianes 46015, 39, Valencia, 46015, Valencia Spain",46015,Seafood,Mediterranean,Campanar,35767,15126.0
169,Pinsa Re,170,361,4.5,$,1.0,"Plaça de Maria Benlliure, 12, 46002, Valencia Spain",46002,,,Ciutat Vella,26542,19009.0
170,El Celler del Tossal,171,657,4.5,$$ - $$$,4.0,"Calle Quart 6, 46008, Valencia Spain",46008,Mediterranean,Spanish,Extramurs,73050,16794.0
171,Amapola Tasty Moments,172,97,5.0,$,1.0,"Calle de Vicente Sancho Tello 7, 46021, Valencia Spain",46021,Mediterranean,Healthy,Algirós,68400,15105.0
172,Malkebien,173,271,4.5,$$ - $$$,4.0,"Calle Santo Domingo Savio 39 Bajo, 46019, Valencia Spain",46019,Mediterranean,European,Rascanya,35308,11388.0
173,Raco del Turia,174,1488,4.5,$$ - $$$,4.0,"Calle Ciscar 10, 46005, Valencia Spain",46005,Seafood,Mediterranean,l'Eixample,76697,20299.0
174,La Paz,175,1403,4.5,$$ - $$$,4.0,"Paseo Neptuno 68, 46011, Valencia Spain",46011,Seafood,Mediterranean,Poblats Marítims,82178,11698.0
175,Mil Grullas,176,300,4.5,$$ - $$$,4.0,"Calle Emilio Gasco Contell 16, 46022, Valencia Spain",46022,Chinese,Japanese,Algirós,68400,15105.0
176,Restaurant El Sequer de Tonica,177,415,4.5,$$ - $$$,4.0,"Calle Redolins 85 El Palmar, 46012 El Palmar, Valencia Spain",46012,Mediterranean,European,,,
177,Bar Cassalla,178,104,4.5,$$ - $$$,4.0,"Calle Buen Orden 19, 46008, Valencia Spain",46008,Bar,Mediterranean,Extramurs,73050,16794.0
178,Anomalo Restaurante,179,161,5.0,$$ - $$$,4.0,"Calle de la Cruz 4, 46003, Valencia Spain",46003,Italian,Romana,Ciutat Vella,26542,19009.0
179,El Poblet,180,743,4.5,$$$$,7.0,"Calle Correos n 8 Planta 1, 46002, Valencia Spain",46002,Mediterranean,Spanish,Ciutat Vella,26542,19009.0
180,Turangalila,181,175,4.5,$$ - $$$,4.0,"Avenida Musico Maestro Rodrigo 13, 46015, Valencia Spain",46015,Mediterranean,European,Campanar,35767,15126.0
181,Casel La,182,387,4.5,$$ - $$$,4.0,"Calle del Conde de Altea 17, 46005, Valencia Spain",46005,Mediterranean,Diner,l'Eixample,76697,20299.0
182,2 Estaciones,183,303,4.5,$$ - $$$,4.0,"Calle Pintor Salvador Abril 28, 46005, Valencia Spain",46005,Mediterranean,European,l'Eixample,76697,20299.0
183,Tinto Fino Ultramarino,184,1429,4.5,$$ - $$$,4.0,"Calle Corregeria 38, 46001, Valencia Spain",46001,Mediterranean,Spanish,Ciutat Vella,26542,19009.0
184,La Strada,185,481,4.5,$$ - $$$,4.0,"Calle Quart 17 Bajo 50 m de Plaza Tosal, 46001, Valencia Spain",46001,Italian,Pizza,Ciutat Vella,26542,19009.0
185,Casa Almudin,186,1243,4.5,$$ - $$$,4.0,"Carrer de l'Almodí 14 Plaza de San Luis Bertrán 1, 46003, Valencia Spain",46003,Spanish,,Ciutat Vella,26542,19009.0
186,Atmosphere,187,348,4.5,$$ - $$$,4.0,"Calle Quart 89 Frente al Jardín Botánico, 46008, Valencia Spain",46008,French,Mediterranean,Extramurs,73050,16794.0
187,LIA,188,343,4.5,$$ - $$$,4.0,"Carrer de la Boatella, 5, 46001, Valencia Spain",46001,Spanish,Fusion,Ciutat Vella,26542,19009.0
188,Vaqueta Gastro Mercat,189,997,4.5,$$ - $$$,4.0,"C/ Sant Ferran, 22, 46001, Valencia Spain",46001,Sushi,Asian,Ciutat Vella,26542,19009.0
189,Ristorante Cinquecento,190,582,4.5,$$ - $$$,4.0,"Avenida Puerto 3, 46021, Valencia Spain",46021,Pizza,Italian,Algirós,68400,15105.0
190,Thai Mongkut - El Carmen,191,377,4.5,$$ - $$$,4.0,"Calle Corona 8, 46003, Valencia Spain",46003,Thai,Asian,Ciutat Vella,26542,19009.0
191,Crudo Bar,192,952,4.5,$$ - $$$,4.0,"Calle Corregeria 7, 46001, Valencia Spain",46001,Seafood,Mediterranean,Ciutat Vella,26542,19009.0
192,La Finestra,193,329,4.5,$,1.0,"Calle Vivons 16, 46006, Valencia Spain",46006,Italian,Pizza,l'Eixample,76697,20299.0
193,MalaMia Ruzafa,194,174,4.5,$$ - $$$,4.0,"Calle de Cadiz 67 Ruzafa, 46006, Valencia Spain",46006,Grill,Wine Bar,l'Eixample,76697,20299.0
194,El Leon,195,649,4.5,$$ - $$$,4.0,"Placa Redonda, 7, 46001, Valencia Spain",46001,Spanish,Bar,Ciutat Vella,26542,19009.0
195,La Botifarra,196,298,4.5,$$ - $$$,4.0,"Calle Pinzon 12, 46003, Valencia Spain",46003,Mediterranean,European,Ciutat Vella,26542,19009.0
196,Beak & Trotter - BBQ & Beer Shack,197,483,4.5,$,1.0,"Calle del Conde de Altea 30, 46005, Valencia Spain",46005,American,International,l'Eixample,76697,20299.0
197,Restaurante La Genuina,198,426,4.5,$$ - $$$,4.0,"Carrera del riu 283 Pinedo, 46012, Valencia Spain",46012,Mediterranean,Spanish,,,
198,Restaurant Malcom and Barret,199,216,4.5,$$ - $$$,4.0,"Avenida Ausias March 59, 46013, Valencia Spain",46013,International,Mediterranean,Quatre Carreres,52940,12357.0
199,La Rentaora,200,389,4.5,$,1.0,"Placa del Mossen Sorell 11 Bajo Derecha 1, 46003, Valencia Spain",46003,Bar,Mediterranean,Ciutat Vella,26542,19009.0
200,La Taska Sidreria,201,690,4.5,$$ - $$$,4.0,"Calle del Conde de Altea 39, 46005, Valencia Spain",46005,Spanish,,l'Eixample,76697,20299.0
201,Restaurant Alqueria del Brosquil,202,1064,4.5,$$ - $$$,4.0,"Lugar Entrada Casa El Llarc 1 Castellar, 46013, Valencia Spain",46013,Mediterranean,European,Quatre Carreres,52940,12357.0
202,Central Bar,203,1104,4.5,$$ - $$$,4.0,"Plaza Mercado 105 a 131 Plaza del Mercado s/n, 46001, Valencia Spain",46001,Mediterranean,European,Ciutat Vella,26542,19009.0
203,Riff,204,761,4.5,$$$$,7.0,"Calle Conde de Altea 18, 46005, Valencia Spain",46005,Mediterranean,European,l'Eixample,76697,20299.0
204,Tavella Restaurant Pablo Chirivella,205,472,4.5,$$$$,7.0,"Camino Viejo de Liria 93, 46015, Valencia Spain",46015,Steakhouse,Mediterranean,Campanar,35767,15126.0
205,Vermudez,206,402,4.5,$$ - $$$,4.0,"Gran Via de les Germanies, 21, 46006, Valencia Spain",46006,Bar,Mediterranean,l'Eixample,76697,20299.0
206,Restaurante Levante Valencia,207,420,4.5,$$ - $$$,4.0,"Av Manuel de Falla n 12, 46015, Valencia Spain",46015,Mediterranean,European,Campanar,35767,15126.0
207,La Majada Quesos,208,262,4.5,$$ - $$$,4.0,"Calle Felix Pizcueta 15, 46004, Valencia Spain",46004,Spanish,Wine Bar,l'Eixample,76697,20299.0
208,Mama Racha Taberna,209,1048,4.5,$$ - $$$,4.0,"Calle Ciscar 15, 46005, Valencia Spain",46005,Mediterranean,European,l'Eixample,76697,20299.0
209,Restaurante Ciro,210,406,4.5,$$ - $$$,4.0,"Calle Rascana 16, 46015, Valencia Spain",46015,Mediterranean,European,Campanar,35767,15126.0
210,El Virrey De Serreria,211,173,4.5,$$ - $$$,4.0,"Calle Serreria 10 Chaflan Con Francisco Cubells, 46022, Valencia Spain",46022,Mediterranean,Spanish,Algirós,68400,15105.0
211,Restaurante Aljuzama,212,145,4.5,$$ - $$$,4.0,"Plaza Xuquer 10, 46021, Valencia Spain",46021,Moroccan,Arabic,Algirós,68400,15105.0
212,Puerta del Mar,213,2777,4.5,$$ - $$$,4.0,"Calle Transits 4, 46002, Valencia Spain",46002,Seafood,Spanish,Ciutat Vella,26542,19009.0
213,Restaurante Maremar,214,513,4.5,$$$$,7.0,"Paseo Maritimo de Pinedo, 20, 46012 Pinedo, Valencia Spain",46012,Mediterranean,Spanish,,,
214,La Forcola,215,517,4.5,$$ - $$$,4.0,"Calle Borrull 29, 46008, Valencia Spain",46008,Italian,Mediterranean,Extramurs,73050,16794.0
215,La Blasca,216,157,4.5,$$ - $$$,4.0,"Avenida Blasco Ibanez 152, 46022, Valencia Spain",46022,Mediterranean,Spanish,Algirós,68400,15105.0
216,El Aprendiz,217,312,4.5,$$ - $$$,4.0,"Avenida Primado Reig 153, 46020, Valencia Spain",46020,Mediterranean,,Benimaclet,46868,14834.0
217,La Casa Viva Russafa,218,130,4.5,$$ - $$$,4.0,"Calle de Cadiz 76, 46006, Valencia Spain",46006,Spanish,Mediterranean,l'Eixample,76697,20299.0
218,Empanadas Malvon,219,103,5.0,$$ - $$$,4.0,"Carrer de Sant Vicent Martir 106, 46007, Valencia Spain",46007,Argentinean,,Extramurs,73050,16794.0
219,Mas Blayet,220,452,4.5,$$ - $$$,4.0,"Avenida Plata 12, 46006, Valencia Spain",46006,Mediterranean,European,l'Eixample,76697,20299.0
220,Bon Aire,221,829,4.5,$$ - $$$,4.0,"Calle Caudete 41, 46012 El Palmar, Valencia Spain",46012,Mediterranean,European,,,
221,Alqueria de la Mar,222,340,4.5,$$ - $$$,4.0,"Cami dels muntanyars 161, 46012, Valencia Spain",46012,Mediterranean,Spanish,,,
222,Arroceria Bosca 29,223,143,4.5,$$ - $$$,4.0,"Carrer d'Eduard Boscà 29, 46023, Valencia Spain",46023,Mediterranean,Spanish,Camins al Grau,46154,13788.0
223,Camaleon,224,349,4.5,$$ - $$$,4.0,"Calle d'Albacete 18, 46007, Valencia Spain",46007,Mediterranean,Spanish,Extramurs,73050,16794.0
224,Burger Beer Ciencias,225,953,4.5,$$ - $$$,4.0,"Calle Luis Bolinches Compan 10, 46023, Valencia Spain",46023,American,Barbecue,Camins al Grau,46154,13788.0
225,Al Dente italian pasta bar,226,49,5.0,$,1.0,"Carrer de Francesc Cubells, 54, 46011, Valencia Spain",46011,Italian,Cafe,Poblats Marítims,82178,11698.0
226,Kathmandu Canovas Nepali Indian Restaurant,227,121,4.5,$$ - $$$,4.0,"Calle de Salamanca 18 Canovas, 46005, Valencia Spain",46005,Indian,Asian,l'Eixample,76697,20299.0
227,Restaurante Canela,228,2839,4.5,$$ - $$$,4.0,"Calle Quart 49 También tienen taberna en la misma calle, 46001, Valencia Spain",46001,Spanish,Healthy,Ciutat Vella,26542,19009.0
228,Nabucco Restaurante,229,176,4.5,$$ - $$$,4.0,"Calle del Mar 4, 46003, Valencia Spain",46003,Italian,Mediterranean,Ciutat Vella,26542,19009.0
229,Al Solito Posto,230,826,4.5,$$ - $$$,4.0,"Paseo Alameda 49, 46023, Valencia Spain",46023,Italian,,Camins al Grau,46154,13788.0
230,Komori,231,506,4.5,$$$$,7.0,"Calle Amadeo de Saboya 16, 46010, Valencia Spain",46010,Japanese,Sushi,El Pla del Real,26491,20207.0
231,Empanadas Malvon,232,48,5.0,,,"Paseo Ruzafa 2, 46002, Valencia Spain",46002,Argentinean,South American,Ciutat Vella,26542,19009.0
232,Namua Gastronomic,233,225,4.5,$$ - $$$,4.0,"Av. Puerto, 271, 46011, Valencia Spain",46011,Mediterranean,European,Poblats Marítims,82178,11698.0
233,La Bodeguilla del Gato,234,1129,4.0,$$ - $$$,4.0,"Calle Catalans 10, 46001, Valencia Spain",46001,Bar,,Ciutat Vella,26542,19009.0
234,Taberna la Mora,235,709,4.5,$$ - $$$,4.0,"Calle San Francisco de Borja No. 1, 46007, Valencia Spain",46007,Mediterranean,European,Extramurs,73050,16794.0
235,Swagat 2,236,111,4.5,$$ - $$$,4.0,"Calle Luis Bolinches 8, 46023, Valencia Spain",46023,Indian,Eastern European,Camins al Grau,46154,13788.0
236,La Buleria,237,326,4.5,$$ - $$$,4.0,"Calle Obispo Jaime Perez 24 46006, 46006, Valencia Spain",46006,Spanish,Mediterranean,l'Eixample,76697,20299.0
237,Restaurante L'Establiment,238,580,4.5,$$ - $$$,4.0,"Camino Estell, S/N, 46012 El Palmar, Valencia Spain",46012,Mediterranean,European,,,
238,Ambrosia,239,299,4.5,$$ - $$$,4.0,"Calle Escultor Luis Bolinches 3, 46023, Valencia Spain",46023,Mediterranean,Deli,Camins al Grau,46154,13788.0
239,Vernetta Restaurante,240,240,4.5,$$$$,7.0,"Calle del Mestre Racional 15, 46005, Valencia Spain",46005,Spanish,Healthy,l'Eixample,76697,20299.0
240,La Casa Del Tapeo,241,416,4.5,$$ - $$$,4.0,"Avenida Gaspar Aguilar 109, 46017, Valencia Spain",46017,Mediterranean,Spanish,Jesús,47788,11825.0
241,Restaurante A' Peregrina,242,363,4.5,$$ - $$$,4.0,"Plaza Santa Margarita 1, 46003, Valencia Spain",46003,Mediterranean,European,Ciutat Vella,26542,19009.0
242,Oslo,243,546,4.0,$$ - $$$,4.0,"Calle Catalans 8, 46001, Valencia Spain",46001,Mediterranean,European,Ciutat Vella,26542,19009.0
243,El Coso,244,2775,3.5,$$ - $$$,4.0,"Paseo Neptuno 12, 46011, Valencia Spain",46011,Seafood,Mediterranean,Poblats Marítims,82178,11698.0
244,La Parrilleta,245,118,4.5,$,1.0,"Calle de Salamanca 14 Cánovas, 46005, Valencia Spain",46005,Steakhouse,Barbecue,l'Eixample,76697,20299.0
245,Los Gomez Taberna,246,2284,4.5,$$ - $$$,4.0,"Calle Correos 10, 46002, Valencia Spain",46002,Mediterranean,European,Ciutat Vella,26542,19009.0
246,Che Boludo,247,437,4.5,$$ - $$$,4.0,"Paseo Alameda 31, 46023, Valencia Spain",46023,Steakhouse,Latin,Camins al Grau,46154,13788.0
247,Vertical,248,657,4.0,$$$$,7.0,"Calle Luis Garcia Berlanga Marti 19 Atico Hotel Ilunion Aqua 4, 46023, Valencia Spain",46023,Mediterranean,Spanish,Camins al Grau,46154,13788.0
248,Restaurante Devesa Gardens,249,426,4.0,$$ - $$$,4.0,"Carretera El Saler Km. 13, 46012, Valencia Spain",46012,Mediterranean,Spanish,,,
249,Palau Alameda,250,556,4.0,$$$$,7.0,"Carrer de l'Arquitecte Mora, 2, 46010, Valencia Spain",46010,Mediterranean,European,El Pla del Real,26491,20207.0
250,Indian Garden,251,371,4.5,$$ - $$$,4.0,"Calle Angel Guimera 62 Bajo, 46008, Valencia Spain",46008,Indian,,Extramurs,73050,16794.0
251,Patapuerca Taberna Iberica Cedro,252,121,5.0,$$ - $$$,4.0,"Calle Historiadora Sylvia Romeu 4, bajo 1, 46022, Valencia Spain",46022,Mediterranean,Spanish,Algirós,68400,15105.0
252,La Moma Restaurante,253,1005,4.0,$$ - $$$,4.0,"Carrer de la Corretgeria 16, 46007, Valencia Spain",46007,Mediterranean,European,Extramurs,73050,16794.0
253,Bar Cantina La Lonja Del Pescado,254,669,4.5,$$ - $$$,4.0,"Muelle de Poniente S/N, 46024, Valencia Spain",46024,Seafood,Mediterranean,Poblats Marítims,82178,11698.0
254,Civera Marisquerias,255,2090,4.5,$$$$,7.0,"46002 St, Mosen Femades, 10, 46002, Valencia Spain",46002,Seafood,Mediterranean,Ciutat Vella,26542,19009.0
255,Tapearte,256,710,4.0,$$ - $$$,4.0,"Calle Luis Bolinches Compan 10, 46023, Valencia Spain",46023,Mediterranean,European,Camins al Grau,46154,13788.0
256,La Fondue,257,168,4.5,$$ - $$$,4.0,"Calle Serrano Morales 9, 46004, Valencia Spain",46004,European,,l'Eixample,76697,20299.0
257,La Cigrona Restaurant,258,747,4.5,$$ - $$$,4.0,"Calle Serranos 22 Ciutat Vella, 46003, Valencia Spain",46003,Mediterranean,European,Ciutat Vella,26542,19009.0
258,L'Alquimista,259,428,4.5,$$ - $$$,4.0,"Calle Luis Santangel 1, 46005, Valencia Spain",46005,Italian,Mediterranean,l'Eixample,76697,20299.0
259,The Royal Buddha Valencia,260,117,4.5,,,"Calle Císcar 22 Zona Cánovas, 46005, Valencia Spain",46005,Indian,Asian,l'Eixample,76697,20299.0
260,Honoo,261,221,4.5,$$ - $$$,4.0,"Calle Ernesto Ferrer, 14 Bajo Dcha., 46021, Valencia Spain",46021,Japanese,Asian,Algirós,68400,15105.0
261,Bodego de la Sarieta,262,610,4.0,$$ - $$$,4.0,"Calle Juristas 4, 46001, Valencia Spain",46001,Mediterranean,European,Ciutat Vella,26542,19009.0
262,Creperie Bretonne Annaick,263,493,4.0,$$ - $$$,4.0,"Calle Bordadores 6, 46001, Valencia Spain",46001,French,European,Ciutat Vella,26542,19009.0
263,Bar & Kitchen,264,488,4.0,$$ - $$$,4.0,"Plaza Ibanez 7 Mercado de Tapineria, 46001, Valencia Spain",46001,Bar,Mediterranean,Ciutat Vella,26542,19009.0
264,Goya Gallery Restaurant,265,800,4.5,$$ - $$$,4.0,"Calle Burriana 3, 46005, Valencia Spain",46005,Mediterranean,Spanish,l'Eixample,76697,20299.0
265,Canalla Bistro,266,2555,4.0,$$ - $$$,4.0,"Calle Maestro Jose Serrano 5, 46005, Valencia Spain",46005,Mediterranean,European,l'Eixample,76697,20299.0
266,"Voltereta, Bienvenido a Bali",267,1153,4.5,$$ - $$$,4.0,"Gran Via del Marques del Turia 59, 46004, Valencia Spain",46004,Mediterranean,Asian,l'Eixample,76697,20299.0
267,Destino Puerto,268,754,4.0,$$ - $$$,4.0,"Marina Real Juan Carlos I Muelle de la Aduana, S/N Near Veles E Vents, 46024, Valencia Spain",46024,Pub,Mediterranean,Poblats Marítims,82178,11698.0
268,Shiraz,269,274,4.5,$$ - $$$,4.0,"Calle Conquista 3, 46001, Valencia Spain",46001,Mediterranean,European,Ciutat Vella,26542,19009.0
269,Tora,270,545,4.0,$$ - $$$,4.0,"Calle Pedro III El Grande 13, 46005, Valencia Spain",46005,Japanese,Sushi,l'Eixample,76697,20299.0
270,Restaurante Copenhagen,271,851,4.0,$$ - $$$,4.0,"Calle Literato Azorin 8, 46006, Valencia Spain",46006,Healthy,,l'Eixample,76697,20299.0
271,Ca la Mar,272,517,4.0,$,1.0,"Calle Justo Vilar 19, 46011, Valencia Spain",46011,Mediterranean,European,Poblats Marítims,82178,11698.0
272,La Piazza Cortes Valencianas,273,471,4.0,$$ - $$$,4.0,"Avenida Corts Valencianes 37, 46015, Valencia Spain",46015,Pizza,Italian,Campanar,35767,15126.0
273,Taberna La Senia,274,463,4.0,$$ - $$$,4.0,"Calle Cenia 2 Barrio del Carmen, 46001, Valencia Spain",46001,Spanish,,Ciutat Vella,26542,19009.0
274,Bouet Restaurant,275,526,4.0,$$ - $$$,4.0,"Gran Via de les Germanies 34, 46004, Valencia Spain",46004,Mediterranean,Asian,l'Eixample,76697,20299.0
275,Tributo Brasas Bar,276,285,4.5,$$ - $$$,4.0,"Calle Ciscar 24, 46005, Valencia Spain",46005,Mediterranean,Spanish,l'Eixample,76697,20299.0
276,Restaurante Ampar,277,334,4.5,$$$$,7.0,"Avenida Navarro Reverter 14 Hospes Palau de la Mar, 46004, Valencia Spain",46004,Mediterranean,European,l'Eixample,76697,20299.0
277,Piazza La Reina,278,343,4.5,$$ - $$$,4.0,"Placa Reina 19, 46003, Valencia Spain",46003,Italian,Mediterranean,Ciutat Vella,26542,19009.0
278,Los Escalones de la Lonja,279,637,4.0,$$ - $$$,4.0,"Calle de Pere Compte Mestre En el Noble Art de la Pedra 3, 46001, Valencia Spain",46001,Spanish,Bar,Ciutat Vella,26542,19009.0
279,Colmado LaLola,280,390,4.0,$$ - $$$,4.0,"Calle Bordadores 10, 46001, Valencia Spain",46001,Spanish,Wine Bar,Ciutat Vella,26542,19009.0
280,Dando Lena,281,262,4.5,$$ - $$$,4.0,"Calle Sueca 46, 46006, Valencia Spain",46006,Mediterranean,European,l'Eixample,76697,20299.0
281,El Graner,282,186,4.5,$$ - $$$,4.0,"Calle Vicente Baldovi 14 El Palmar, 46012, Valencia Spain",46012,Spanish,Mediterranean,,,
282,Cerveceria Comic,283,172,4.5,$$ - $$$,4.0,"Plaza Honduras 33, 46022, Valencia Spain",46022,Spanish,German,Algirós,68400,15105.0
283,El Raco De La Paella,284,449,4.5,$$ - $$$,4.0,"Calle Mossen Rausell 17, 46015, Valencia Spain",46015,Mediterranean,European,Campanar,35767,15126.0
284,restaurante tapla,285,267,4.5,$$ - $$$,4.0,"Avenida de La Constitucion 26, 46009, Valencia Spain",46009,Mediterranean,Spanish,La Saïdia,7022,13023.0
285,Tria Restaurant,286,224,4.5,$$ - $$$,4.0,"Placa De La Porta De La Mar 6, 46004, Valencia Spain",46004,Mediterranean,Spanish,l'Eixample,76697,20299.0
286,La Otra Parte,287,751,4.0,$$ - $$$,4.0,"Calle Eugenia Vines 113, 46011, Valencia Spain",46011,Mediterranean,Spanish,Poblats Marítims,82178,11698.0
287,Restaurante Yuso,288,571,4.0,$$ - $$$,4.0,"Carrer de la Creu, 4, 46003, Valencia Spain",46003,Mediterranean,European,Ciutat Vella,26542,19009.0
288,Tasca El Botijo,289,317,4.5,$,1.0,"C/San Miguel El Carmen, 46003, Valencia Spain",46003,Bar,Mediterranean,Ciutat Vella,26542,19009.0
289,Restaurante Mirador Casa Angel,290,1159,4.0,$$ - $$$,4.0,"Carretera de Sollana 85, 46012 El Palmar, Valencia Spain",46012,Mediterranean,Spanish,,,
290,Demasiado Corazon,291,73,5.0,$$ - $$$,4.0,"Calle de Cadiz 90, 46006, Valencia Spain",46006,Mexican,Latin,l'Eixample,76697,20299.0
291,Tony Roma's,292,619,4.0,$$ - $$$,4.0,"Placa Canovas del Castillo 2 Centro de ocio Heron City, Paterna, 46004, Valencia Spain",46004,American,Barbecue,l'Eixample,76697,20299.0
292,Santo Chocolate,293,84,5.0,$,1.0,"Avenida Baleares 26 Entre calles Isla Cerdeña y Padre T. Montaña, 46023, Valencia Spain",46023,Deli,,Camins al Grau,46154,13788.0
293,Bar Tonyina,294,436,4.0,$$ - $$$,4.0,"Calle Chile 3, 46021, Valencia Spain",46021,Mediterranean,European,Algirós,68400,15105.0
294,Sidreria El Molinon,295,616,4.0,$$ - $$$,4.0,"Calle Bolseria 40, 46001, Valencia Spain",46001,Mediterranean,Spanish,Ciutat Vella,26542,19009.0
295,HABITUAL,296,1049,4.0,$$ - $$$,4.0,"Calle Jorge Juan 19 Mercado de Colón., 46004, Valencia Spain",46004,Mediterranean,European,l'Eixample,76697,20299.0
296,Ma Khin Cafe,297,781,4.0,$$ - $$$,4.0,"Calle de Jorge Juan 19 Mercadon Colon, 46004, Valencia Spain",46004,Asian,Thai,l'Eixample,76697,20299.0
297,La Anjana,298,198,4.5,$$ - $$$,4.0,"Calle Vivons 23 Bajo Izquierda, 46006, Valencia Spain",46006,Mediterranean,European,l'Eixample,76697,20299.0
298,Dodo's Mediterrasian Restaurant,299,196,4.5,$$ - $$$,4.0,"Calle Transits 3 Junto Hotel Astoria, 46002, Valencia Spain",46002,European,Mediterranean,Ciutat Vella,26542,19009.0
299,La Sastreria Valencia,300,974,4.5,$$ - $$$,4.0,"Calle de Jose Benlliure 42, 46011, Valencia Spain",46011,Mediterranean,Spanish,Poblats Marítims,82178,11698.0
300,El Rodamon de Russafa,301,923,4.0,$$ - $$$,4.0,"Calle Sueca 47, 46006, Valencia Spain",46006,International,Mediterranean,l'Eixample,76697,20299.0
301,"Voltereta, Bienvenido a Casa",302,950,4.5,$$ - $$$,4.0,"Avenida Corts Valencianes 26, 46015, Valencia Spain",46015,International,Mediterranean,Campanar,35767,15126.0
302,Restaurante Babalu,303,640,4.0,$$ - $$$,4.0,"Calle Cerrajeros 17 A solo 5 metros de la plaza Redonda, 46001, Valencia Spain",46001,Caribbean,Mediterranean,Ciutat Vella,26542,19009.0
303,Raco de Les Eres,304,234,4.5,$$ - $$$,4.0,"Calle Redolins 98, 46012 El Palmar, Valencia Spain",46012,Mediterranean,Spanish,,,
